2.3189008,0.68183905,0.8277375,-0.10906402,-0.007347041,0.98468393,-0.13582587,-0.20886917,-0.17492303,-0.09468591,0.070744656,-0.0030233392,0.001096896,-0.23149164,0.11874273,0.0956927,0.18429841,-0.0023881355,0.0021350766,-0.090739295,0.038382147,-0.15951875,0.32301617,0.1607013,0.15336518,0.70857126,-0.038369637,0.14349301,-0.09021269,0.3297969,-0.23293173,-0.2122961,0.769163,0.049118802,0.15980765,0.10823808
2.3169396,0.6791394,0.82741994,-0.107493766,-0.007808374,0.98443204,-0.13884409,-0.20309517,-0.17582703,-0.09445699,0.07272598,-0.0028919943,0.0009347239,-0.23111458,0.118978694,0.09632536,0.19370908,-0.0014032666,0.0019071313,-0.09255996,0.038859826,-0.15904152,0.32268596,0.15787236,0.15324296,0.7106815,-0.039024886,0.1444675,-0.09053439,0.3334101,-0.23367283,-0.213534,0.7717639,0.048719723,0.16032098,0.10752127
2.3136754,0.67466176,0.8264681,-0.10485107,-0.008380207,0.9840885,-0.1431986,-0.19265212,-0.1774492,-0.09399488,0.075012274,-0.0027610199,0.0006457205,-0.2318509,0.118803546,0.09766019,0.21456945,0.00033996732,0.0017791821,-0.09759299,0.03920653,-0.15918548,0.32240704,0.15261693,0.15243042,0.71590585,-0.040082328,0.14624722,-0.091152,0.3390075,-0.23420133,-0.21557046,0.7761531,0.048122693,0.16111422,0.10658034
2.3097177,0.6695247,0.8255429,-0.101527214,-0.00892277,0.9836315,-0.14859924,-0.17868644,-0.17927437,-0.09337183,0.076431625,-0.002755455,0.00039039474,-0.23550825,0.11839748,0.09947775,0.24645296,0.0028168429,0.0019000014,-0.10628281,0.039377913,-0.15931708,0.32199174,0.14584534,0.15073921,0.72471106,-0.04136566,0.14867413,-0.09209625,0.34455225,-0.23366782,-0.21769391,0.7806816,0.047525264,0.16192673,0.105690375
2.3053555,0.66435415,0.8252054,-0.09793061,-0.009511455,0.9830701,-0.15457153,-0.16233012,-0.18059623,-0.09273848,0.076265134,-0.0029011734,0.00022591653,-0.24389064,0.11807951,0.10160189,0.28888753,0.006068243,0.0022702662,-0.11835929,0.039761756,-0.1591569,0.32124367,0.13858508,0.14820224,0.7366636,-0.04283304,0.15160854,-0.0933895,0.3488151,-0.23189013,-0.21939681,0.78424567,0.047027092,0.16261996,0.104903005
2.3006618,0.65939546,0.8255582,-0.0943279,-0.0102431355,0.9824821,-0.16039428,-0.14447664,-0.18076184,-0.092271134,0.07447569,-0.0031597773,0.0001228084,-0.2576462,0.11827764,0.10392431,0.33985266,0.009976918,0.0027482626,-0.13290851,0.040710386,-0.15859379,0.32014927,0.13131562,0.14495644,0.7504614,-0.044407096,0.15484062,-0.094886586,0.35145485,-0.22911368,-0.22045307,0.7864979,0.046655294,0.16314225,0.10421567
2.295625,0.65486366,0.8259119,-0.090892516,-0.011164257,0.98197234,-0.16536057,-0.12599605,-0.17964765,-0.092176855,0.0716616,-0.0034672492,9.3687435e-05,-0.27650425,0.11953523,0.10646533,0.3941409,0.014269253,0.0031797031,-0.14838599,0.042072464,-0.15768857,0.3189779,0.124589495,0.141312,0.76430905,-0.045936406,0.15805592,-0.09634105,0.35262933,-0.22555222,-0.22075005,0.7875154,0.046429995,0.16349164,0.10365082
2.290217,0.6509213,0.8261931,-0.087744884,-0.012179837,0.9815951,-0.16918498,-0.1076735,-0.17777438,-0.092559665,0.06870688,-0.003762362,0.00017025221,-0.30001172,0.12199186,0.10948304,0.44401768,0.018659368,0.003480804,-0.16309607,0.04317264,-0.15659226,0.31804594,0.118839,0.13758716,0.7763786,-0.047237404,0.16090393,-0.09746801,0.3527573,-0.22126809,-0.22027345,0.7873126,0.046329554,0.16366783,0.10315258
2.2844417,0.6473854,0.8262484,-0.08494511,-0.013026798,0.98132735,-0.17207932,-0.09012536,-0.17635901,-0.093211,0.06637367,-0.003974573,0.00035474848,-0.32785976,0.12509826,0.113553174,0.48212475,0.022998624,0.003623021,-0.17575102,0.04334625,-0.15551443,0.31736445,0.11406224,0.13396186,0.7852707,-0.048228152,0.1631263,-0.09810492,0.3523716,-0.21650644,-0.21925576,0.7857602,0.046238635,0.1636726,0.102495074
2.278328,0.6437843,0.8258826,-0.08258716,-0.013409176,0.9811202,-0.17436348,-0.07393865,-0.17680253,-0.09373506,0.0651016,-0.0040349993,0.0006133705,-0.35923776,0.12778993,0.11953967,0.5036111,0.02727302,0.0036107078,-0.18569387,0.042317417,-0.15458755,0.31660616,0.10996665,0.13046269,0.79020846,-0.048949108,0.1646064,-0.09825675,0.35189462,-0.21173944,-0.21810183,0.78279346,0.04600235,0.16353102,0.1013789
